platform;game;date;category
6;10350;1430438400;0
6;10635;1430438400;0
6;10087;1399852800;0
48;10681;1553126400;0
6;10692;1156896000;0
34;10512;1379980800;0
6;10291;1320278400;0
34;10324;1420761600;0
14;10706;1464825600;0
39;10263;1421280000;0
6;10596;1424908800;0
3;10148;1487635200;0
6;10148;1487635200;0
6;10462;1424822400;0
6;10526;1290470400;0
6;10699;1423180800;0
49;10645;1451520000;6
14;10263;1277078400;0
6;10164;1275004800;0
6;10643;1409875200;0
6;10648;1442275200;0
92;10225;1439942400;0
14;10553;1436486400;0
6;10570;1240963200;0
14;10324;1411084800;0
14;10200;1251936000;0
48;10324;1411084800;0
82;10238;1392336000;0
6;10299;1241481600;0
12;10299;1241481600;0
14;10036;1383091200;0
36;10231;1380067200;0
39;10255;1399766400;0
12;10303;1237852800;0
3;10184;1411430400;0
14;10376;1385596800;0
38;10661;1258416000;0
6;10238;1392336000;0
6;10184;1411430400;0
3;10144;1430438400;0
48;10605;1480723200;0
14;10130;1368748800;0
6;10464;1372377600;0
6;10036;1383091200;0
6;10252;1388448000;2
39;10635;1416441600;0
6;10108;1386115200;0
6;10535;1422576000;0
34;10479;1376265600;0
14;10332;1447027200;0
6;10558;1442448000;0
3;10332;1447027200;0
6;10367;1423180800;0
46;10605;1480723200;0
3;10462;1424822400;0
6;10437;1416528000;0
6;10494;1418256000;0
6;10060;1213660800;0
6;10463;1214524800;0
6;10438;1416873600;0
6;10172;1414022400;0
6;10253;1371513600;0
92;10583;1287446400;0
92;10270;1295568000;0
6;10270;1292284800;0
6;10389;1341187200;0
9;10700;1217462400;0
14;10103;1402012800;0
49;10148;1513123200;0
6;10195;1394582400;0
92;10402;1410998400;0
6;10385;1258502400;0
6;10057;1427673600;0
14;10645;1420675200;0
34;10352;1428624000;0
6;10139;1262217600;2
49;10693;1407974400;0
3;10402;1410998400;0
12;10261;1365552000;0
34;10258;1367452800;0
39;10531;1356912000;2
6;10281;1398988800;0
3;10470;1413849600;0
6;10557;1391644800;0
6;10113;1407456000;0
20;10436;1207872000;0
6;10487;;7
3;10232;1490832000;0
14;10487;;7
36;10442;1262217600;2
45;10387;;7
14;10651;1402012800;0
14;10402;1410998400;0
6;10334;1423008000;0
6;10574;1353456000;0
52;10447;883526400;2
6;10602;1438560000;0
48;10500;1518048000;0
9;10291;1297123200;0
6;10272;1259539200;0
6;10242;1054684800;0
55;10141;967766400;0
6;10415;1392595200;0
6;10198;1259884800;0
82;10531;1356912000;2
34;10635;1420675200;0
6;10068;1174521600;0
6;10649;1421971200;0
14;10068;1307491200;0
6;10327;1352419200;0
6;10439;1357862400;0
6;10413;1392854400;0
6;10571;1247443200;0
39;10530;1430265600;0
6;10513;1404432000;0
14;10481;1401235200;0
3;10514;1413936000;0
6;10225;1436140800;0
6;10133;1234483200;0
6;10539;1402531200;0
46;10528;1569801600;5
130;10528;1569801600;5
46;10142;1414454400;0
3;10321;1428537600;0
39;10166;1271030400;0
6;10053;1407801600;0
6;10239;1503964800;0
14;10239;1503964800;0
14;10366;1317340800;0
6;10063;1410739200;0
14;10241;1430179200;0
6;10706;1464825600;0
9;10299;1253750400;0
6;10395;1130371200;0
6;10265;1224806400;0
14;10350;;7
6;10089;1421280000;0
6;10093;1430870400;0
6;10646;1407283200;0
6;10509;1380240000;0
6;10569;1225411200;0
3;10225;1439942400;0
14;10502;1444348800;0
14;10126;1445299200;0
6;10106;1416528000;0
3;10339;1399334400;0
6;10546;1334188800;0
6;10604;1408060800;0
14;10044;1403049600;0
49;10128;1444089600;0
46;10056;1390348800;0
12;10472;1412121600;0
6;10102;1297900800;0
9;10301;1254355200;0
39;10512;1379980800;0
49;10232;1490832000;0
6;10548;1332460800;0
6;10177;1331683200;0
6;10268;1381708800;0
6;10166;1271030400;0
3;10645;1420675200;0
14;10322;1413504000;0
6;10231;1400544000;0
12;10307;1316476800;0
6;10586;1061510400;0
6;10382;1376006400;0
14;10225;1436140800;0
34;10531;1356912000;2
3;10509;1380240000;0
14;10415;1392595200;0
34;10472;1291161600;1
39;10472;1258070400;0
22;10659;978220800;2
6;10169;1358812800;0
39;10699;1451520000;2
92;10317;1306800000;0
6;10110;1418083200;0
39;10415;1507852800;0
45;10240;1431475200;0
6;10137;1349654400;0
6;10126;1445299200;0
6;10486;1392249600;0
14;10432;1424217600;0
6;10341;1386201600;0
14;10509;1380240000;0
6;10033;927244800;0
92;10480;1295481600;0
14;10397;1130803200;1
14;10238;1392336000;0
6;10283;1427328000;0
7;10153;972345600;0
3;10322;1413504000;0
6;10338;1415923200;0
39;10225;1421798400;0
39;10605;1424304000;0
34;10605;1424304000;0
14;10243;1430870400;0
48;10184;1411430400;0
6;10376;1385596800;0
6;10160;1505952000;0
6;10078;1371168000;0
130;10255;1534982400;0
41;10056;1390348800;0
6;10168;1429228800;0
6;10708;1335398400;0
6;10654;1395792000;0
14;10648;1442275200;0
6;10263;1277078400;0
6;10556;1414108800;0
6;10254;1319500800;0
3;10159;1546214400;2
6;10077;1398902400;0
14;10277;1486080000;0
6;10582;1282608000;0
14;10587;1336608000;0
6;10084;1433980800;0
6;10527;1383177600;0
6;10135;1381190400;0
6;10354;1459209600;0
6;10326;1425600000;0
6;10056;1382918400;0
6;10136;1412553600;0
6;10709;1324771200;0
14;10528;1418601600;0
6;10594;1260489600;0
41;10093;1430870400;0
3;10699;1423180800;0
82;10145;1332720000;0
6;10543;1359504000;0
14;10676;851990400;2
3;10239;1503964800;0
6;10095;1293062400;0
39;10487;;7
6;10277;1486080000;0
12;10525;1283817600;0
3;10363;1394064000;0
3;10479;1366761600;0
6;10269;1187740800;0
6;10528;1418601600;0
6;10490;1006732800;0
6;10547;1332979200;0
6;10103;1402012800;0
36;10387;;7
6;10428;1348790400;0
3;10243;1430870400;0
14;10654;1395792000;0
6;10667;915062400;2
6;10359;1383609600;0
3;10334;1423008000;0
6;10398;1175385600;1
55;10227;1388448000;2
92;10196;1268092800;0
39;10089;1414368000;0
6;10300;1249257600;0
6;10391;1056326400;0
6;10498;1420156800;0
6;10040;1402617600;0
6;10144;1430438400;0
92;10239;1503964800;0
41;10541;1406160000;0
6;10345;1431561600;0
6;10707;1405555200;0
14;10334;1423008000;0
6;10323;1414713600;0
6;10094;1423094400;0
6;10432;1424217600;0
6;10070;1415318400;0
6;10245;1422835200;0
6;10401;1348617600;0
9;10526;1290470400;0
39;10486;1419984000;2
8;10370;1128470400;0
14;10159;1546214400;2
6;10422;1379030400;0
6;10159;1546214400;2
3;10195;1394582400;0
6;10104;1333584000;0
49;10472;1426204800;0
6;10402;1410998400;0
6;10441;1422576000;0
6;10435;1320019200;0
6;10295;1402876800;0
6;10676;851990400;2
130;10481;1530748800;0
6;10518;1391731200;0
6;10483;1296691200;0
14;10675;851990400;2
6;10404;1445558400;0
6;10375;1269993600;3
9;10472;1412640000;0
6;10064;1357516800;0
6;10479;1366761600;0
36;10170;1309910400;0
6;10107;925430400;0
6;10593;1080086400;0
6;10178;1382572800;0
6;10710;1366934400;0
6;11275;1435017600;0
39;11092;1371340800;0
6;11340;1443657600;1
3;11184;1440460800;0
6;11048;946598400;6
6;11204;1456185600;0
48;11204;1456185600;0
49;11204;1456185600;0
6;10885;1425513600;0
6;10724;1506384000;0
92;11184;1440460800;0
6;10834;1417651200;0
39;11421;1409702400;0
14;10982;1369872000;0
48;11171;1488844800;0
6;11161;1508198400;0
6;10989;1426809600;0
48;11158;1448582400;0
3;11270;1354320000;0
74;10762;1346112000;0
6;10927;1405468800;0
49;11064;1514678400;2
6;11346;1435104000;0
130;10910;1504828800;0
14;11418;1430265600;0
14;10730;1400112000;0
14;10834;1417651200;0
3;10730;1400112000;0
6;11160;1436832000;0
14;10810;1349308800;0
48;11328;1462233600;0
6;11353;1203552000;0
39;11361;1285200000;0
6;11287;1419984000;2
39;10783;1309910400;0
49;11288;1432080000;0
6;10812;1323993600;0
6;11288;1408060800;0
130;11417;1549584000;0
49;11417;1553990400;3
6;10858;851990400;0
14;11422;1444262400;0
130;11092;1551312000;0
14;11036;1069632000;0
39;11346;1435104000;0
39;11073;1430092800;0
45;10832;1353456000;0
3;10989;1426809600;0
6;10867;1321574400;0
6;11036;1069632000;0
9;11175;1444089600;0
3;10810;1349308800;0
49;11069;1453766400;0
6;11012;1406764800;0
14;10802;1369353600;0
130;11260;1538006400;0
6;11064;1476316800;0
39;11285;1451520000;2
6;10715;1376524800;0
48;10919;1474934400;0
6;11221;1465257600;0
130;11179;1561852800;4
49;11179;1561852800;4
6;11179;1460505600;0
12;11275;1435017600;0
6;10769;1259280000;0
14;10970;1411516800;0
6;10949;1338422400;0
72;11242;1429228800;0
48;11081;1451952000;0
34;11346;1467158400;0
9;10832;1353369600;0
6;10968;1372291200;0
6;10766;1046476800;1
45;11287;1432857600;0
48;11290;1424131200;0
3;11132;1426118400;0
6;10839;1401321600;0
3;10728;1352419200;0
49;11134;1500508800;0
6;10953;1381708800;0
14;10958;1303344000;0
34;11119;1439424000;0
49;11320;1443657600;1
34;11352;1435708800;1
12;11069;1453766400;0
34;11073;1429574400;0
56;11299;1231718400;0
6;11259;926380800;0
6;10894;1401408000;0
92;10731;1287705600;0
6;11405;1412640000;0
14;10823;1400198400;0
6;11020;1431561600;0
6;11324;1421971200;0
6;10780;1362096000;0
48;11155;1555372800;0
6;10789;1405468800;0
12;10808;;7
6;10940;1419206400;0
6;11226;959817600;0
6;11421;1429660800;0
6;10882;1364256000;0
130;10960;1495065600;0
3;11086;1415923200;0
14;11421;1429660800;0
8;11095;1009756800;2
6;11013;1072828800;2
130;11398;1511222400;0
3;10839;1401321600;0
14;10885;1425513600;0
48;10964;1493078400;0
14;10750;1398384000;0
130;11247;1556755200;0
6;11002;1468800000;0
34;11063;1433376000;0
39;10745;1305676800;0
49;10960;1503014400;0
48;11182;1459814400;0
6;11069;1453766400;0
41;11069;1453766400;0
12;11174;1442275200;0
14;11176;1518480000;0
48;11176;1518480000;0
130;10989;1525910400;0
48;11003;1508198400;0
3;10767;1379462400;0
3;10840;1402012800;0
36;11324;1361923200;0
6;10889;1366934400;0
14;11223;1411689600;0
48;11275;1435017600;0
14;11050;1397779200;0
6;11250;1487721600;0
6;11348;1451520000;2
49;11250;1487721600;0
41;11093;;7
14;11085;1428969600;0
6;10877;1383177600;0
48;10989;1426809600;0
92;11234;1295481600;0
14;10969;1402617600;0
3;10809;1382659200;0
39;10985;1366848000;0
14;10780;1362096000;0
6;10984;1404864000;0
49;10989;1426809600;0
6;11159;1465171200;0
14;10902;1199059200;2
14;10988;1433289600;0
82;11339;1287273600;0
6;10832;1352419200;0
48;11417;1553990400;3
6;10760;1560816000;0
14;11241;1347580800;0
6;10779;1414108800;0
48;10760;1560816000;0
130;10760;1561420800;0
49;10760;1560816000;0
6;11137;1521504000;0
39;11398;1439942400;0
49;11122;1551398400;0
49;11347;1468281600;0
14;10816;1406246400;0
6;10751;1355270400;0
6;10755;1330041600;0
6;11183;1435622400;0
14;11183;1444780800;0
6;10872;1351555200;0
9;10728;1327449600;0
6;11223;1411689600;0
34;10783;1335916800;0
3;11085;1428969600;0
6;10730;1400112000;0
6;11205;1446508800;0
14;11086;1415923200;0
46;10989;1426809600;0
6;10747;1397779200;0
72;10728;1372464000;0
6;10805;1398729600;0
48;11072;1440460800;0
48;11199;1449273600;0
6;10988;1346198400;0
34;11223;1411689600;0
14;11288;1408060800;0
14;11260;1441065600;0
6;10859;883526400;2
14;11092;1363910400;0
49;11215;1500163200;0
14;10733;1386633600;0
6;11282;1383264000;0
49;11119;1486425600;0
14;11333;1436486400;0
48;11157;1457654400;0
6;11260;1421884800;0
92;11272;1061510400;0
39;11063;1433376000;0
6;10957;1400198400;0
6;11339;1508198400;0
6;11030;1347580800;0
14;11184;1440460800;0
6;10869;1383696000;0
6;10969;1402617600;0
6;11273;1222041600;0
6;11404;1011657600;0
3;11420;1440028800;0
48;11215;1530576000;0
49;10964;1493078400;0
6;11266;1267056000;0
6;11186;1476144000;0
130;11233;1562198400;0
48;10815;1411516800;0
9;10732;1265068800;0
6;11420;1440028800;0
6;10787;1399507200;0
6;10926;1396310400;0
6;10928;1307664000;0
48;11169;1583193600;0
6;11347;1468281600;0
3;11368;1437350400;0
3;11173;1401408000;0
6;11305;1436227200;0
14;11094;946598400;2
34;10728;1340755200;0
6;10729;1423612800;0
6;11040;1380672000;0
6;11198;1436227200;0
6;11291;1414972800;0
3;11413;;7
6;11407;1392249600;0
6;11376;945648000;0
6;11008;978220800;2
6;11309;1401408000;0
130;11198;1510617600;0
49;11074;;7
39;11119;1434326400;0
6;10891;1409875200;0
130;11161;1524528000;0
48;11056;1543881600;0
14;11398;1428624000;0
6;11131;1473724800;0
6;11419;1455753600;0
48;11161;1508198400;0
46;11069;1453766400;0
6;10974;1415318400;0
6;10786;1407283200;0
170;10960;1574121600;0
36;11244;1201651200;0
14;10714;1394150400;0
6;10952;1393286400;0
6;10982;1369872000;0
6;10921;1224633600;0
82;11283;1430179200;0
34;11283;1437696000;0
39;11283;1437696000;0
6;10964;1493078400;0
6;10895;1345852800;0
34;11276;1392249600;0
82;11280;1191888000;0
48;11198;1436227200;0
3;11177;1513036800;0
6;11402;1072828800;2
34;10953;1366848000;0
48;11200;1431993600;0
14;10763;1555718400;0
34;10763;1555718400;0
6;10763;1555718400;0
39;10763;;7
49;10949;1523404800;0
6;11381;1033430400;0
14;10815;1411516800;0
6;10967;1332979200;0
6;11171;1488844800;0
48;11340;1443657600;1
3;10823;1400198400;0
14;10951;1394668800;0
14;11356;1439251200;0
39;10734;1440028800;0
41;11053;1371340800;0
36;10762;1309305600;0
14;11020;1431561600;0
48;11250;1489017600;0
56;11300;1253750400;0
13;10858;851990400;0
6;11234;1252108800;0
49;11409;1438905600;0
6;11418;1430265600;0
6;11037;1281657600;0
34;11120;1496275200;0
130;11176;1532563200;0
6;11026;1241568000;0
6;10973;1408924800;0
48;10728;1404172800;0
39;10728;1374364800;0
3;11093;1443571200;0
6;11225;1471219200;0
9;11069;1453766400;0
6;10784;1415577600;0
6;11105;1393891200;0
14;11122;1551398400;0
12;11010;1274918400;0
48;11253;1476316800;0
165;11253;1476316800;0
6;11397;1533081600;0
14;10991;1276646400;0
6;11215;1479427200;0
6;10801;1409616000;0
59;11110;1293753600;2
14;11095;1009756800;2
49;11186;1476144000;0
6;10920;1433376000;0
39;11333;1421193600;0
48;11177;1513036800;0
3;11223;1411689600;0
130;11049;1513641600;0
49;11078;1482192000;0
6;11176;1518480000;0
6;11315;1435795200;0
49;11093;1471910400;0
6;11133;1460419200;0
14;11347;1468281600;0
6;11276;1467676800;0
72;11247;1399939200;0
6;10933;1405296000;0
6;11004;1464825600;0
6;10745;1337817600;0
6;11333;1436486400;0
6;11233;1493078400;0
6;10930;1400112000;0
39;10952;1398816000;0
48;11093;;7
6;10958;1303344000;0
34;10959;1428969600;0
12;11072;1440460800;0
6;11175;1444089600;0
14;10745;1337817600;0
6;11294;915062400;2
6;10887;1389830400;0
6;11401;979084800;0
36;11307;1243382400;0
48;11260;1441065600;0
130;11070;1509408000;0
14;10807;1378339200;0
48;10872;1351555200;0
6;10840;1402012800;0
14;10839;1401321600;0
6;11085;1428969600;0
49;11158;1448582400;0
39;10750;1385078400;0
49;11340;1443657600;1
48;11320;1443657600;1
12;10872;1351555200;0
6;10838;1426118400;0
6;10809;1382659200;0
9;10872;1351555200;0
14;11367;1435795200;0
92;11177;1513036800;0
49;11221;1468195200;0
39;11352;1435708800;1
6;11095;1009756800;2
6;11272;1062201600;0
99;10841;915062400;2
6;11146;1433289600;0
6;11369;1438300800;0
3;10745;1381795200;0
39;11223;1411689600;0
49;10872;1351555200;0
6;11050;1397779200;0
3;10807;1378339200;0
6;11157;1457654400;0
6;10932;1391644800;0
6;10825;1321488000;0
6;10929;1411430400;0
7;11376;951782400;0
6;10919;1454630400;0
9;11320;1443657600;1
3;10919;1454630400;0
6;11368;1437350400;0
6;11662;1439251200;0
6;11743;1470787200;0
6;11493;1445472000;0
6;11456;1432857600;0
3;11592;1480809600;0
46;11778;;7
6;11434;1432857600;0
6;11840;1534982400;0
6;11563;1465516800;0
92;11423;1470096000;0
92;11435;1411084800;0
3;11582;1462752000;0
92;11582;1462752000;0
6;11539;1438041600;0
6;11645;1438905600;0
82;11818;1436140800;0
130;11840;1549929600;0
39;11619;1338940800;0
6;11441;1398729600;0
48;11840;1549929600;0
92;11460;1328227200;0
49;11840;1549929600;0
14;12073;1379030400;0
36;11643;1331683200;0
13;12373;820368000;2
14;11493;1445472000;0
6;11657;1459296000;0
14;11593;1472515200;0
3;11707;1450396800;0
49;11544;1493683200;0
92;11561;1479168000;0
14;12070;1440460800;0
39;11730;1415836800;0
6;12378;1411430400;0
14;11707;1450396800;0
130;11633;1523664000;0
130;12511;1526342400;0
14;11740;1120521600;0
9;11790;1392336000;0
6;11625;1406505600;0
6;12473;1009756800;2
39;12394;1314144000;0
6;12394;1314144000;0
6;12449;978220800;2
3;11586;1438819200;0
3;12519;1505174400;0
92;12519;1505174400;0
34;11798;1529452800;0
14;12390;851990400;2
6;11813;1440374400;0
13;12472;820368000;2
6;12054;1135468800;0
9;11959;1421712000;0
3;11460;1328227200;0
3;12520;1441756800;0
6;12520;1441756800;0
34;11670;1445904000;0
62;12364;820368000;2
6;11692;1423785600;0
14;11686;827798400;0
13;12014;875577600;0
46;12517;1502755200;0
7;11466;973814400;0
130;11562;1551139200;0
14;11708;1390953600;0
6;12198;;7
6;11797;1502150400;0
48;12596;1476316800;0
6;11424;1430956800;0
6;11714;1041292800;2
6;12503;1444694400;0
45;12520;1454976000;0
3;11657;1459296000;0
3;11708;1390953600;0
16;11679;915062400;2
6;11588;1435622400;0
48;12503;1444694400;0
3;11507;1472169600;0
49;12520;1441756800;0
6;11590;1494892800;0
6;11599;1438905600;0
34;11623;1427846400;0
6;11614;930268800;0
6;11489;1454976000;0
6;11717;1419984000;2
6;12074;1435708800;0
14;12074;1435708800;0
45;11646;1429660800;0
14;11838;1461196800;0
14;11602;1507075200;0
6;11838;1461196800;0
14;11432;1389312000;0
14;12513;1441324800;0
6;11564;1474934400;0
14;11657;1459296000;0
6;11567;1508198400;0
6;11779;;7
6;12597;1477958400;0
39;11450;1463616000;0
130;11598;1510617600;0
48;11668;1558656000;0
13;11680;820368000;2
14;11634;1431043200;0
6;12301;1439856000;0
6;11439;1424649600;0
3;11580;1548288000;0
6;11544;1525737600;0
6;11740;1120521600;0
14;11802;1440460800;0
6;11526;1438214400;0
14;11682;815097600;0
82;11537;1234742400;0
3;11712;1400112000;0
6;11655;1448582400;0
48;11566;;7
6;11569;1415923200;0
6;11502;1487030400;0
6;11545;1478736000;0
14;12302;1441238400;0
48;11582;1551139200;0
82;12383;1359763200;0
13;12404;820368000;2
6;12413;820368000;2
49;11423;1475193600;5
13;11673;820368000;2
52;11739;851990400;2
48;11563;1465516800;0
6;11428;1253664000;0
3;11577;1440720000;0
6;11772;1440028800;0
34;11447;1469059200;0
6;11821;1440633600;0
6;11444;1432857600;0
6;12439;851990400;2
6;11765;1439164800;0
3;11765;1439164800;0
48;11800;1535673600;0
6;11674;915062400;2
6;12300;1428537600;0
3;12080;1449014400;0
34;11709;1513555200;0
3;11795;1425859200;0
6;12421;851990400;2
165;12596;1476316800;0
49;11737;1559088000;0
48;11542;1574121600;0
6;12436;820368000;2
6;11542;1574121600;0
49;11561;1479168000;0
49;11598;1479168000;0
9;11529;1416268800;0
82;11820;873763200;0
8;11467;1008633600;0
38;11639;1162252800;0
48;11492;1475798400;0
39;11670;1443657600;0
6;12265;1426118400;0
6;11778;1456790400;1
34;11488;1441843200;0
3;11646;1414022400;0
6;12519;1505174400;0
48;11540;1476748800;0
6;12424;946598400;2
6;12443;883526400;2
6;12206;1495065600;0
130;12070;1542844800;0
6;12428;883526400;2
6;12639;1577750400;2
34;12511;1564617600;0
6;12070;1440460800;0
39;12511;1564617600;0
6;11560;1508889600;0
14;11560;1508889600;0
6;11438;1404432000;0
92;12524;1284076800;0
6;11669;1563840000;0
48;11753;1458086400;0
6;11602;1507075200;0
14;11712;1400112000;0
6;11707;1439337600;0
14;11488;1441843200;0
14;11642;1419206400;0
74;12320;820368000;2
6;11523;1291507200;0
16;11924;820368000;2
16;12565;820368000;2
6;11612;1462147200;0
6;11766;1414022400;0
130;12597;1518480000;0
6;11839;1534809600;0
21;11558;1046304000;0
6;11646;1414022400;0
3;11597;1468281600;0
39;11583;1438560000;0
14;11584;1427932800;0
6;12478;915062400;2
12;11959;1425168000;1
45;11643;1331683200;0
14;11795;1425859200;0
6;11719;1445299200;0
6;11621;1230681600;2
80;12588;843782400;0
48;11588;1435622400;0
8;11618;1166140800;0
39;11782;1319673600;0
6;11782;1405382400;0
130;11560;1566950400;0
48;11561;1479168000;0
14;12482;1455580800;0
14;11626;1398124800;0
6;12477;820368000;2
49;11492;1475798400;0
14;11492;1494460800;0
39;11769;1333929600;0
34;11778;;7
48;12482;1455580800;0
49;11590;1494892800;0
6;11570;1487635200;0
34;12515;1467763200;0
92;11620;1280275200;0
9;11460;1399334400;0
3;11493;1445472000;0
39;11798;1519776000;0
34;11655;1540512000;0
14;11800;1548892800;0
6;11816;1569974400;0
14;12072;1440374400;0
74;11592;1440633600;0
39;12300;1428537600;0
46;12632;1478563200;0
130;11434;1511481600;0
6;12518;1462233600;0
82;12201;1432857600;0
39;11753;1508889600;0
6;11735;1440028800;0
34;12523;1514678400;2
52;12506;1425168000;1
14;12520;1441756800;0
6;12079;1440979200;0
6;12513;1441324800;0
9;11525;1443484800;0
12;11525;1443484800;0
29;12083;820368000;2
3;11753;1458086400;0
14;11753;1458086400;0
6;11733;820368000;2
6;12302;1441238400;0
6;11525;1443484800;0
13;12475;820368000;2
3;12510;1441152000;0
34;11625;1364083200;0
6;11708;1390953600;0
92;11708;1390953600;0
6;11822;1031270400;0
6;11858;1472515200;0
6;11492;1475798400;0
6;11507;1472169600;0
72;12334;1388448000;6
14;12334;1401926400;0
3;12334;1402531200;0
34;12334;1383264000;1
34;11642;1376352000;0
6;11488;1441843200;0
14;11507;1472169600;0
34;12647;1477958400;0
45;11744;1455580800;0
14;11447;1436918400;0
39;11708;1419984000;2
55;11824;1039132800;0
14;11824;1063411200;0
6;12511;1506988800;0
48;11858;1467072000;0
6;11593;1472515200;0
6;11580;1540944000;0
6;12598;1453161600;0
24;11480;1069977600;0
6;11435;1411084800;0
14;11435;1411084800;0
3;11435;1411084800;0
48;11654;1407801600;0
48;11649;1462233600;0
6;11835;1074470400;0
16;12083;820368000;2
14;11598;1479168000;0
6;12526;1327881600;0
11;11557;1014681600;0
6;11734;851990400;2
6;11640;1342137600;0
6;11581;1099958400;0
6;11836;1141776000;0
6;11837;1322265600;0
3;11598;1479168000;0
114;11924;820368000;2
6;12409;978220800;2
49;11703;1514505600;0
13;11628;820368000;2
13;11629;820368000;2
46;11857;1472515200;0
14;11703;1432252800;0
34;11583;1437609600;0
6;11585;1437091200;0
130;11625;1539820800;0
6;11619;1345766400;0
41;11782;1483142400;2
6;12617;1167523200;2
14;12638;1442361600;0
39;11625;1346457600;1
46;11592;1480723200;0
3;11560;1508889600;0
6;11427;1196640000;0
34;12300;1428537600;0
6;12579;1506384000;0
48;12511;1506988800;0
6;11626;1398124800;0
14;11629;820368000;2
6;11572;1429228800;0
6;11758;1187740800;0
6;11827;1441238400;0
82;11738;1424908800;0
9;12561;1441065600;0
130;11597;1513209600;0
3;11626;1398124800;0
6;11451;1438041600;0
6;11679;915062400;2
6;12431;1435017600;0
48;12070;1461628800;0
49;12070;1461628800;0
9;11588;1435622400;0
34;12394;1314144000;0
39;12377;1368662400;0
14;11765;1439164800;0
6;11538;1438128000;0
6;11555;1349654400;0
6;11731;1429142400;0
6;12366;1399593600;0
3;11488;1441843200;0
14;11529;1423008000;0
39;12515;1467849600;0
6;11753;1458086400;0
34;11444;1372118400;0
45;12530;1466467200;0
49;11800;1535673600;0
92;12597;1485475200;0
6;11857;1472515200;0
16;12404;820368000;2
6;11798;1440460800;0
39;11838;1366588800;0
92;11562;1444089600;0
6;12377;1410739200;0
6;12514;1409270400;0
6;12561;1440460800;0
6;12470;946598400;2
6;11644;1439164800;0
14;11736;1404172800;0
130;11709;1513555200;0
14;12301;1439856000;0
92;11795;1425859200;0
48;11814;1443139200;0
5;12617;1194739200;0
39;11444;1361404800;0
39;11605;1336608000;0
6;11586;1438819200;0
6;11529;1416960000;0
92;11586;1438819200;0
14;12517;1442275200;0
6;12446;1080518400;0
39;12334;1383264000;1
48;12598;1516665600;0
48;11959;1416960000;0
6;12523;1488931200;0
46;12561;1441065600;0
48;12561;1440460800;0
41;12561;1443052800;0
6;11425;1432166400;0
6;11666;1459382400;0
24;11468;1039046400;0
130;11602;1541462400;0
6;12334;1401926400;0
13;12427;820368000;2
6;12132;1435795200;0
6;12633;1486425600;0
130;12598;1546473600;0
130;11753;1545091200;0
14;11495;1406160000;0
6;11812;1304035200;0
6;11712;1400112000;0
46;12377;1368489600;0
34;11779;;7
49;11753;1458086400;0
49;12503;1444694400;0
48;11423;1475193600;5
6;12692;1442448000;0
14;13391;1444694400;0
39;14292;1520467200;0
14;13128;1177891200;0
6;13133;1194220800;0
16;12762;820368000;2
12;13180;1263340800;0
6;13181;1272499200;0
6;13185;1447977600;0
6;14535;1199059200;2
6;13214;1150675200;0
6;13218;1445558400;0
6;14556;1240963200;0
6;13364;974246400;0
92;13675;1411084800;0
9;13914;1262822400;0
3;14464;1446768000;0
92;14464;1446768000;0
39;13460;1316649600;0
3;13215;1514678400;2
6;14197;1431302400;0
6;13374;1414713600;0
16;12706;820368000;2
6;13211;1435795200;0
12;13912;1353974400;0
6;13770;946598400;2
14;13185;1447977600;0
34;13163;1514678400;2
6;13774;1009756800;2
6;14542;1338163200;0
49;13177;1451520000;2
6;13210;1473292800;0
14;14148;1442966400;0
6;13673;1406073600;0
14;13673;1406073600;0
34;13884;1438473600;0
6;13885;1270512000;0
13;14449;820368000;2
92;13545;1425945600;0
6;12814;1524528000;0
6;14528;1391040000;0
6;14412;1485302400;0
48;14177;1445904000;0
6;12891;1438819200;0
48;12814;1524528000;0
92;13213;1036108800;0
82;14247;1262217600;2
14;13365;1497916800;0
3;13365;1497916800;0
114;12825;;7
32;12825;;7
6;13208;1456790400;1
6;14579;1345680000;0
16;14323;883526400;2
34;14292;1483142400;2
3;13544;1405900800;0
6;14566;1447286400;0
6;14571;1368489600;0
39;13929;1444867200;0
9;13913;1259020800;0
12;13925;1385424000;0
6;13666;1446163200;0
49;13542;1496793600;0
16;14294;820368000;2
6;14299;1453334400;0
6;13772;978220800;2
14;14146;1443657600;0
6;14437;1417564800;0
6;14464;1446768000;0
6;14298;1449446400;0
6;14199;1308873600;0
6;13782;817776000;0
6;14391;1462838400;0
74;13168;1356566400;0
14;13621;1571356800;0
3;13621;1577750400;2
6;13621;1571356800;0
48;13621;1609372800;2
49;14393;1507248000;0
48;14365;1536624000;0
7;13659;924307200;0
74;13153;1410739200;0
130;12880;1531353600;0
6;12731;1439251200;0
6;13099;1393545600;0
14;12731;1439251200;0
39;13663;1436313600;0
6;13620;1481673600;0
34;13624;1378944000;0
6;12876;1442448000;0
49;13153;1503446400;0
49;12815;1553212800;0
38;12937;1142294400;0
14;13551;1456185600;0
6;14399;1418860800;0
3;13192;1444694400;0
3;13167;1429574400;0
6;13176;1407456000;0
6;13177;1446163200;0
6;13910;1330992000;0
12;13914;1262044800;0
39;14047;1443571200;0
6;14048;1445558400;0
14;14559;1243900800;0
6;14326;1406764800;0
14;14565;1392336000;0
14;14567;1414454400;0
3;13542;1473033600;0
14;13542;1473033600;0
3;12731;1439251200;0
52;13687;915062400;2
6;13104;1430697600;0
14;14397;1450137600;0
