genre;game_id
Indie;8950
Role-playing (RPG);8951
Strategy;8951
Indie;8951
Platform;8952
Indie;8952
Puzzle;8953
Strategy;8953
Indie;8953
Shooter;8954
Indie;8954
Role-playing (RPG);8955
Simulator;8955
Strategy;8955
Indie;8955
Role-playing (RPG);8956
Adventure;8956
Indie;8956
Visual Novel;8956
Puzzle;8957
Adventure;8957
Indie;8957
Racing;8958
Indie;8958
Platform;8959
Indie;8959
Shooter;8960
Adventure;8960
Platform;8961
Puzzle;8961
Adventure;8961
Indie;8961
Point-and-click;8962
Adventure;8962
Indie;8962
Platform;8963
Indie;8963
Real Time Strategy (RTS);8964
Strategy;8964
Role-playing (RPG);8965
Strategy;8965
Turn-based strategy (TBS);8965
Indie;8965
Simulator;8966
Adventure;8966
Platform;8967
Strategy;8967
Turn-based strategy (TBS);8967
Adventure;8968
Indie;8968
Role-playing (RPG);8969
Strategy;8969
Adventure;8969
Point-and-click;8970
Sport;8971
Strategy;8971
Sport;8972
Strategy;8972
Simulator;8973
Sport;8973
Strategy;8973
Sport;8974
Strategy;8974
Simulator;8975
Sport;8975
Strategy;8975
Simulator;8976
Sport;8976
Strategy;8976
Puzzle;8977
Quiz/Trivia;8977
Platform;8978
Arcade;8978
Puzzle;8979
Role-playing (RPG);8979
Strategy;8979
Turn-based strategy (TBS);8979
Puzzle;8980
Role-playing (RPG);8980
Strategy;8980
Turn-based strategy (TBS);8980
Racing;8981
Role-playing (RPG);8982
Strategy;8982
Indie;8982
Puzzle;8983
Adventure;8983
Indie;8983
Platform;8984
Puzzle;8984
Indie;8984
Platform;8985
Puzzle;8985
Indie;8985
Role-playing (RPG);8986
Role-playing (RPG);8987
Turn-based strategy (TBS);8987
Platform;8990
Puzzle;8990
Adventure;8990
Indie;8990
Role-playing (RPG);8991
Strategy;8991
Adventure;8991
Indie;8991
Puzzle;8992
Strategy;8992
Adventure;8992
Indie;8992
Strategy;8993
Indie;8993
Sport;8997
Puzzle;8998
Role-playing (RPG);8998
Strategy;8998
Adventure;8998
Indie;8998
Role-playing (RPG);8999
Strategy;8999
Turn-based strategy (TBS);8999
Adventure;8999
Indie;8999
Adventure;9000
Indie;9000
Shooter;9002
Role-playing (RPG);9002
Adventure;9002
Shooter;9003
Shooter;9004
Adventure;9004
Shooter;9005
Role-playing (RPG);9005
Sport;9005
Shooter;9006
Hack and slash/Beat 'em up;9006
Adventure;9006
Simulator;9007
Sport;9007
Strategy;9007
Indie;9007
Arcade;9007
Puzzle;9008
Indie;9008
Puzzle;9009
Racing;9009
Racing;9010
Simulator;9010
Indie;9010
Shooter;9011
Music;9011
Racing;9011
Adventure;9011
Indie;9011
Puzzle;9012
Indie;9012
Puzzle;9013
Adventure;9013
Indie;9013
Puzzle;9014
Adventure;9014
Indie;9014
Fighting;9015
Racing;9015
Simulator;9015
Sport;9015
Strategy;9015
Platform;9016
Role-playing (RPG);9016
Hack and slash/Beat 'em up;9016
Adventure;9016
Indie;9016
Adventure;9017
Indie;9017
Shooter;9018
Indie;9018
Shooter;9019
Point-and-click;9020
Adventure;9020
Indie;9020
Strategy;9021
Turn-based strategy (TBS);9021
Strategy;9022
Turn-based strategy (TBS);9022
Strategy;9023
Turn-based strategy (TBS);9023
Indie;9023
Racing;9025
Indie;9025
Puzzle;9026
Strategy;9026
Indie;9026
Sport;9027
Indie;9027
Shooter;9029
Indie;9029
Arcade;9029
Strategy;9032
Turn-based strategy (TBS);9032
Tactical;9032
Strategy;9033
Turn-based strategy (TBS);9033
Tactical;9033
Real Time Strategy (RTS);9034
Strategy;9034
Turn-based strategy (TBS);9034
Tactical;9034
Point-and-click;9035
Puzzle;9035
Adventure;9035
Indie;9035
Point-and-click;9037
Adventure;9037
Indie;9037
Shooter;9038
Point-and-click;9039
Adventure;9039
Indie;9039
Shooter;9040
Role-playing (RPG);9040
Adventure;9040
Point-and-click;9041
Adventure;9041
Indie;9041
Point-and-click;9043
Puzzle;9043
Adventure;9043
Indie;9043
Role-playing (RPG);9044
Simulator;9044
Strategy;9044
Adventure;9044
Indie;9044
Music;9045
Platform;9045
Indie;9045
Role-playing (RPG);9046
Simulator;9046
Strategy;9046
Turn-based strategy (TBS);9046
Indie;9046
Puzzle;9047
Simulator;9047
Strategy;9047
Indie;9047
Point-and-click;9048
Adventure;9048
Indie;9048
Platform;9049
Adventure;9049
Indie;9049
Racing;9051
Indie;9051
Point-and-click;9053
Role-playing (RPG);9053
Strategy;9053
Adventure;9053
Indie;9053
Puzzle;9054
Platform;9056
Adventure;9056
Shooter;9057
Adventure;9057
Real Time Strategy (RTS);9058
Strategy;9058
Indie;9058
Real Time Strategy (RTS);9059
Strategy;9059
Tactical;9059
Shooter;9060
Fighting;9061
Platform;9061
Indie;9061
Shooter;9062
Indie;9062
Arcade;9062
Arcade;9063
Simulator;9066
Strategy;9066
Real Time Strategy (RTS);9067
Strategy;9067
Fighting;9068
Platform;9068
Role-playing (RPG);9068
Adventure;9068
Indie;9069
Fighting;9070
Shooter;9070
Platform;9070
Point-and-click;9072
Adventure;9072
Indie;9072
Shooter;9073
Shooter;9075
Indie;9075
Simulator;9076
Arcade;9076
Shooter;9078
Adventure;9080
Indie;9080
Adventure;9081
Indie;9081
Arcade;9081
Puzzle;9086
Hack and slash/Beat 'em up;9088
Indie;9088
Point-and-click;9090
Adventure;9090
Point-and-click;9091
Adventure;9091
Point-and-click;9092
Adventure;9092
Point-and-click;9093
Adventure;9093
Point-and-click;9094
Puzzle;9094
Adventure;9094
Real Time Strategy (RTS);9095
Strategy;9095
Shooter;9096
Racing;9097
Shooter;9098
Indie;9098
Role-playing (RPG);9100
Indie;9100
Role-playing (RPG);9101
Strategy;9101
Turn-based strategy (TBS);9101
Quiz/Trivia;9101
Adventure;9101
Indie;9101
Point-and-click;9102
Adventure;9102
Platform;9103
Puzzle;9103
Racing;9103
Sport;9103
Indie;9103
Arcade;9103
Puzzle;9105
Strategy;9105
Indie;9105
Simulator;9106
Turn-based strategy (TBS);9106
Indie;9106
Point-and-click;9108
Adventure;9108
Music;9109
Sport;9109
Role-playing (RPG);9110
Music;9111
Hack and slash/Beat 'em up;9111
Point-and-click;9112
Adventure;9112
Simulator;9115
Strategy;9115
Indie;9115
Racing;9116
Shooter;9117
Point-and-click;9118
Adventure;9118
Shooter;9119
Adventure;9119
Adventure;9120
Shooter;9121
Arcade;9121
Racing;9122
Fighting;9123
Shooter;9124
Platform;9124
Arcade;9124
Shooter;9125
Adventure;9125
Arcade;9125
Shooter;9126
Puzzle;9130
Simulator;9130
Sport;9130
Adventure;9130
Puzzle;9131
Pinball;9131
Shooter;9132
Music;9132
Puzzle;9132
Racing;9132
Sport;9132
Strategy;9132
Indie;9132
Arcade;9132
Simulator;9133
Turn-based strategy (TBS);9133
Role-playing (RPG);9134
Strategy;9134
Indie;9134
Puzzle;9136
Adventure;9136
Indie;9136
Shooter;9137
Strategy;9138
Platform;9139
Puzzle;9139
Adventure;9139
Indie;9139
Fighting;9140
Adventure;9140
Arcade;9140
Fighting;9141
Arcade;9141
Fighting;9142
Fighting;9143
Arcade;9143
Fighting;9145
Fighting;9146
Fighting;9147
Fighting;9148
Fighting;9149
Fighting;9153
Sport;9153
Platform;9161
Shooter;9162
Arcade;9162
Shooter;9163
Strategy;9165
Quiz/Trivia;9165
Simulator;9168
Role-playing (RPG);9170
Strategy;9170
Indie;9170
Shooter;9171
Platform;9171
Indie;9171
Role-playing (RPG);9172
Simulator;9172
Strategy;9172
Adventure;9172
Shooter;9173
Platform;9174
Puzzle;9174
Adventure;9174
Arcade;9174
Puzzle;9175
Role-playing (RPG);9175
Adventure;9175
Indie;9175
Role-playing (RPG);9176
Adventure;9176
Adventure;9177
Indie;9177
Puzzle;9178
Adventure;9178
Indie;9178
Role-playing (RPG);9179
Adventure;9179
Role-playing (RPG);9180
Hack and slash/Beat 'em up;9180
Adventure;9180
Indie;9180
Shooter;9181
Role-playing (RPG);9181
Strategy;9181
Hack and slash/Beat 'em up;9181
Adventure;9181
Indie;9181
Shooter;9182
Adventure;9182
Indie;9182
Role-playing (RPG);9183
Adventure;9183
Shooter;9184
Puzzle;9184
Shooter;9186
Sport;9187
Arcade;9187
Puzzle;9188
Role-playing (RPG);9188
Adventure;9188
Role-playing (RPG);9189
Hack and slash/Beat 'em up;9189
Fighting;9190
Role-playing (RPG);9191
Strategy;9191
Turn-based strategy (TBS);9191
Adventure;9191
Indie;9191
Shooter;9192
Adventure;9192
Shooter;9193
Indie;9193
Arcade;9193
Puzzle;9194
Adventure;9194
Indie;9194
Point-and-click;9195
Simulator;9195
Strategy;9195
Adventure;9195
Indie;9195
Simulator;9196
Pinball;9196
Adventure;9196
Indie;9196
Strategy;9197
Turn-based strategy (TBS);9197
Simulator;9199
Strategy;9199
Indie;9199
Simulator;9200
Strategy;9200
Adventure;9200
Indie;9200
Shooter;9201
Real Time Strategy (RTS);9201
Strategy;9201
Indie;9201
Arcade;9201
Racing;9202
Sport;9202
Simulator;9203
Platform;9204
Puzzle;9204
Adventure;9204
Indie;9204
Role-playing (RPG);9205
Adventure;9205
Indie;9205
Turn-based strategy (TBS);9206
Adventure;9207
Puzzle;9208
Adventure;9208
Simulator;9209
Strategy;9209
Point-and-click;9211
Puzzle;9211
Adventure;9211
Indie;9211
Strategy;9212
Indie;9212
Simulator;9213
Role-playing (RPG);9214
Hack and slash/Beat 'em up;9214
Adventure;9214
Platform;9215
Puzzle;9215
Adventure;9215
Role-playing (RPG);9216
Adventure;9216
Indie;9216
Hack and slash/Beat 'em up;9219
Adventure;9219
Role-playing (RPG);9220
Simulator;9220
Strategy;9220
Indie;9220
Role-playing (RPG);9221
Strategy;9221
Indie;9221
Platform;9222
Role-playing (RPG);9222
Hack and slash/Beat 'em up;9222
Adventure;9222
Indie;9222
Adventure;9223
Real Time Strategy (RTS);9226
Strategy;9226
Shooter;9227
Simulator;9227
Sport;9227
Adventure;9227
Shooter;9228
Shooter;9229
Strategy;9230
Role-playing (RPG);9233
Adventure;9233
Indie;9233
Shooter;9234
Racing;9234
Simulator;9235
Adventure;9235
Indie;9235
Simulator;9236
Simulator;9238
Sport;9238
Indie;9238
Puzzle;9239
Simulator;9239
Adventure;9239
Indie;9239
Point-and-click;9240
Adventure;9240
Indie;9240
Puzzle;9241
Role-playing (RPG);9241
Simulator;9241
Strategy;9241
Adventure;9241
Indie;9241
Role-playing (RPG);9243
Simulator;9243
Adventure;9243
Indie;9243
Platform;9244
Adventure;9244
Indie;9244
Shooter;9245
Adventure;9245
Adventure;9246
Indie;9246
Simulator;9247
Sport;9247
Indie;9247
Simulator;9248
Point-and-click;9249
Puzzle;9249
Adventure;9249
Visual Novel;9249
Role-playing (RPG);9253
Strategy;9253
Tactical;9253
Adventure;9253
Adventure;9254
Indie;9254
Simulator;9255
Adventure;9255
Indie;9255
Real Time Strategy (RTS);9256
Strategy;9256
Adventure;9256
Role-playing (RPG);9257
Adventure;9257
Indie;9257
Adventure;9258
Arcade;9258
Point-and-click;9261
Adventure;9261
Puzzle;9263
Strategy;9263
Role-playing (RPG);9265
Hack and slash/Beat 'em up;9265
Adventure;9265
Indie;9265
Shooter;9266
Simulator;9266
Simulator;9267
Platform;9268
Adventure;9268
Indie;9268
Role-playing (RPG);9269
Role-playing (RPG);9270
Role-playing (RPG);9271
Adventure;9271
Racing;9272
Simulator;9272
Sport;9272
Role-playing (RPG);9273
Adventure;9273
Indie;9273
Shooter;9274
Strategy;9274
Role-playing (RPG);9275
Role-playing (RPG);9276
Sport;9277
Role-playing (RPG);9278
Strategy;9278
Turn-based strategy (TBS);9278
Indie;9278
Real Time Strategy (RTS);9279
Role-playing (RPG);9279
Strategy;9279
Indie;9279
Role-playing (RPG);9280
Strategy;9280
Turn-based strategy (TBS);9280
Tactical;9280
Adventure;9280
Role-playing (RPG);9281
Adventure;9281
Shooter;9282
Strategy;9282
Adventure;9282
Shooter;9283
Platform;9284
Adventure;9284
Indie;9284
Fighting;9286
Adventure;9286
Real Time Strategy (RTS);9287
Strategy;9287
Indie;9287
Real Time Strategy (RTS);9288
Strategy;9288
Indie;9288
Adventure;9289
Indie;9289
Shooter;9290
Indie;9290
Arcade;9290
Shooter;9291
Indie;9291
Arcade;9291
Quiz/Trivia;9292
Arcade;9292
Simulator;9293
Strategy;9293
Indie;9293
Simulator;9294
Strategy;9294
Real Time Strategy (RTS);9295
Simulator;9295
Strategy;9295
Real Time Strategy (RTS);9296
Strategy;9296
Indie;9296
Point-and-click;9297
Adventure;9297
Indie;9297
Platform;9298
Puzzle;9298
Indie;9298
Strategy;9299
Indie;9299
Simulator;9305
Turn-based strategy (TBS);9306
Shooter;9307
Indie;9307
Sport;9308
Platform;9309
Puzzle;9309
Racing;9310
Simulator;9310
Sport;9310
Strategy;9311
Simulator;9316
Strategy;9316
Simulator;9317
Strategy;9317
Simulator;9318
Strategy;9318
Role-playing (RPG);9319
Simulator;9319
Strategy;9319
Role-playing (RPG);9320
Simulator;9320
Strategy;9320
Simulator;9321
Shooter;9322
Strategy;9322
Role-playing (RPG);9323
Simulator;9323
Strategy;9323
Simulator;9325
Point-and-click;9326
Puzzle;9326
Adventure;9326
Point-and-click;9327
Puzzle;9327
Adventure;9327
Indie;9327
Simulator;9328
Strategy;9328
Indie;9328
Shooter;9329
Indie;9329
Arcade;9329
Role-playing (RPG);9330
Simulator;9330
Strategy;9330
Indie;9330
Strategy;9331
Simulator;9332
Strategy;9332
Arcade;9332
Strategy;9333
Strategy;9334
Simulator;9335
Pinball;9335
Arcade;9335
Role-playing (RPG);9336
Simulator;9336
Strategy;9336
Turn-based strategy (TBS);9336
Simulator;9337
Adventure;9337
Indie;9337
Real Time Strategy (RTS);9338
Strategy;9338
Real Time Strategy (RTS);9339
Strategy;9339
Shooter;9340
Tactical;9340
Shooter;9341
Strategy;9341
Tactical;9341
Shooter;9342
Strategy;9342
Tactical;9342
Shooter;9343
Racing;9343
Strategy;9343
Tactical;9343
Shooter;9344
Tactical;9344
Shooter;9345
Tactical;9345
Shooter;9346
Tactical;9346
Shooter;9347
Strategy;9347
Tactical;9347
Shooter;9348
Tactical;9348
Shooter;9349
Tactical;9349
Shooter;9350
Strategy;9350
Tactical;9350
Shooter;9351
Tactical;9351
Shooter;9352
Tactical;9352
Shooter;9354
Tactical;9354
Shooter;9355
Tactical;9355
Real Time Strategy (RTS);9356
Strategy;9356
Shooter;9358
Racing;9358
Real Time Strategy (RTS);9359
Strategy;9359
Real Time Strategy (RTS);9360
Strategy;9360
Real Time Strategy (RTS);9361
Strategy;9361
Real Time Strategy (RTS);9362
Strategy;9362
Real Time Strategy (RTS);9363
Strategy;9363
Racing;9364
Simulator;9365
Shooter;9367
Indie;9367
Puzzle;9368
Adventure;9368
Platform;9369
Puzzle;9369
Adventure;9369
Indie;9369
Puzzle;9371
Adventure;9371
Simulator;9372
Strategy;9372
Indie;9372
Strategy;9373
Indie;9373
Puzzle;9374
Indie;9374
Arcade;9374
Strategy;9375
Turn-based strategy (TBS);9375
Shooter;9376
Adventure;9376
Shooter;9377
Strategy;9378
Turn-based strategy (TBS);9378
Strategy;9379
Turn-based strategy (TBS);9379
Real Time Strategy (RTS);9380
Strategy;9380
Turn-based strategy (TBS);9380
Strategy;9381
Turn-based strategy (TBS);9381
Role-playing (RPG);9382
Adventure;9382
Fighting;9383
Platform;9383
Hack and slash/Beat 'em up;9383
Adventure;9383
Indie;9383
Fighting;9384
Hack and slash/Beat 'em up;9384
Indie;9384
Puzzle;9386
Simulator;9387
Shooter;9388
Indie;9388
Real Time Strategy (RTS);9389
Strategy;9389
Strategy;9390
Turn-based strategy (TBS);9390
Tactical;9390
Adventure;9390
Indie;9390
Visual Novel;9390
Simulator;9391
Strategy;9391
Simulator;9392
Racing;9393
Simulator;9394
Real Time Strategy (RTS);9395
Simulator;9395
Strategy;9395
Simulator;9396
Indie;9396
Shooter;9397
Adventure;9397
Strategy;9399
Indie;9399
Simulator;9400
Strategy;9400
Adventure;9401
Shooter;9402
Platform;9402
Puzzle;9402
Adventure;9402
Indie;9402
Fighting;9403
Hack and slash/Beat 'em up;9403
Indie;9403
Adventure;9404
Indie;9404
Simulator;9405
Strategy;9405
Indie;9405
Puzzle;9407
Adventure;9407
Indie;9407
Shooter;9408
Simulator;9408
Shooter;9409
Simulator;9409
Point-and-click;9410
Adventure;9410
Simulator;9412
Real Time Strategy (RTS);9414
Strategy;9414
Fighting;9415
Sport;9415
Hack and slash/Beat 'em up;9416
Simulator;9417
Strategy;9417
Puzzle;9418
Strategy;9418
Indie;9418
Simulator;9419
Sport;9419
Strategy;9419
Pinball;9420
Simulator;9421
Role-playing (RPG);9423
Racing;9424
Indie;9424
Fighting;9425
Turn-based strategy (TBS);9425
Indie;9425
Arcade;9425
Adventure;9427
Real Time Strategy (RTS);9428
Simulator;9428
Strategy;9428
Simulator;9429
Strategy;9429
Real Time Strategy (RTS);9430
Simulator;9430
Strategy;9430
Role-playing (RPG);9431
Simulator;9431
Role-playing (RPG);9432
Simulator;9432
Fighting;9433
Indie;9433
Arcade;9433
Platform;9435
Racing;9435
Simulator;9435
Sport;9435
Arcade;9435
Shooter;9436
Strategy;9436
Strategy;9437
Shooter;9438
Simulator;9439
Strategy;9439
Role-playing (RPG);9440
Adventure;9440
Indie;9440
Strategy;9443
Adventure;9443
Simulator;9444
Strategy;9444
Simulator;9445
Strategy;9445
Puzzle;9446
Simulator;9447
Indie;9447
Racing;9448
Sport;9448
Indie;9449
Shooter;9450
Real Time Strategy (RTS);9450
Simulator;9450
Strategy;9450
Puzzle;9453
Simulator;9454
Indie;9454
Indie;9455
Adventure;9457
Indie;9457
Arcade;9457
Simulator;9458
Shooter;9459
Real Time Strategy (RTS);9459
Strategy;9459
Indie;9459
Real Time Strategy (RTS);9460
Simulator;9460
Strategy;9460
Real Time Strategy (RTS);9461
Simulator;9461
Strategy;9461
Real Time Strategy (RTS);9462
Simulator;9462
Strategy;9462
Adventure;9463
Shooter;9464
Indie;9464
Shooter;9465
Indie;9465
Arcade;9465
Strategy;9467
Quiz/Trivia;9467
Indie;9467
Simulator;9468
Strategy;9468
Shooter;9469
Simulator;9469
Strategy;9469
Shooter;9470
Puzzle;9470
Indie;9470
Shooter;9471
Role-playing (RPG);9472
Strategy;9472
Indie;9472
Platform;9473
Adventure;9473
Arcade;9473
Platform;9474
Adventure;9474
Arcade;9474
Platform;9476
Real Time Strategy (RTS);9477
Strategy;9477
Tactical;9477
Platform;9478
Puzzle;9478
Strategy;9478
Indie;9478
Simulator;9479
Adventure;9481
Indie;9481
Role-playing (RPG);9483
Indie;9483
Shooter;9484
Racing;9484
Indie;9484
Shooter;9485
Real Time Strategy (RTS);9485
Strategy;9485
Quiz/Trivia;9487
Shooter;9488
Simulator;9488
Shooter;9490
Real Time Strategy (RTS);9490
Role-playing (RPG);9490
Simulator;9490
Sport;9490
Strategy;9490
Indie;9490
Platform;9491
Puzzle;9491
Indie;9491
Racing;9492
Simulator;9492
Racing;9493
Simulator;9493
Sport;9493
Racing;9494
Simulator;9494
Sport;9494
Shooter;9495
Strategy;9495
Indie;9495
Music;9497
Platform;9497
Indie;9497
Shooter;9498
Role-playing (RPG);9498
Adventure;9498
Simulator;9499
Strategy;9499
Role-playing (RPG);9500
Role-playing (RPG);9501
Role-playing (RPG);9502
Adventure;9502
Role-playing (RPG);9503
Adventure;9503
Adventure;9504
Adventure;9505
Shooter;9506
Role-playing (RPG);9506
Sport;9506
Adventure;9506
Puzzle;9507
Shooter;9508
Role-playing (RPG);9508
Shooter;9509
Adventure;9509
Adventure;9510
Indie;9510
Adventure;9513
Adventure;9514
Adventure;9515
Indie;9516
Visual Novel;9516
Role-playing (RPG);9518
Strategy;9518
Indie;9518
Adventure;9519
Real Time Strategy (RTS);9521
Strategy;9521
Role-playing (RPG);9522
Strategy;9522
Adventure;9522
Platform;9523
Sport;9523
Indie;9523
Shooter;9524
Adventure;9525
Indie;9525
Platform;9527
Racing;9527
Sport;9527
Indie;9527
Arcade;9527
Shooter;9530
Puzzle;9531
Role-playing (RPG);9531
Strategy;9531
Adventure;9531
Shooter;9532
Strategy;9532
Tactical;9532
Shooter;9533
Role-playing (RPG);9533
Point-and-click;9534
Adventure;9534
Music;9535
Puzzle;9535
Indie;9535
Arcade;9535
Role-playing (RPG);9536
Adventure;9536
Simulator;9537
Fighting;9538
Real Time Strategy (RTS);9538
Strategy;9538
Indie;9538
Role-playing (RPG);9539
Strategy;9539
Adventure;9539
Indie;9539
Point-and-click;9541
Adventure;9541
Indie;9541
Real Time Strategy (RTS);9542
Point-and-click;9543
Puzzle;9543
Adventure;9543
Visual Novel;9543
Shooter;9545
Platform;9545
Puzzle;9546
Strategy;9546
Indie;9546
Platform;9547
Puzzle;9547
Adventure;9547
Indie;9547
Racing;9548
Indie;9548
Arcade;9548
Role-playing (RPG);9549
Adventure;9549
Indie;9549
Shooter;9550
Shooter;9552
Role-playing (RPG);9552
Simulator;9552
Strategy;9552
Adventure;9552
Indie;9552
Role-playing (RPG);9553
Adventure;9553
Music;9555
Music;9556
Real Time Strategy (RTS);9556
Strategy;9556
Indie;9556
Role-playing (RPG);9559
Adventure;9559
Indie;9559
Shooter;9560
Platform;9560
Adventure;9560
Platform;9561
Puzzle;9561
Racing;9561
Indie;9561
Role-playing (RPG);9564
Hack and slash/Beat 'em up;9564
Simulator;9565
Arcade;9566
Fighting;9567
Platform;9567
Indie;9567
Racing;9568
Arcade;9568
Indie;9569
Arcade;9569
Puzzle;9570
Role-playing (RPG);9570
Strategy;9570
Turn-based strategy (TBS);9570
Adventure;9570
Simulator;9571
Strategy;9571
Tactical;9571
Adventure;9571
Shooter;9572
Role-playing (RPG);9572
Adventure;9572
Indie;9572
Role-playing (RPG);9577
Simulator;9577
Turn-based strategy (TBS);9577
Visual Novel;9577
Role-playing (RPG);9578
Adventure;9578
Strategy;9579
Arcade;9579
Role-playing (RPG);9580
Arcade;9582
Puzzle;9583
Simulator;9583
Indie;9583
Role-playing (RPG);9585
Adventure;9585
Shooter;9586
Indie;9586
Arcade;9586
Shooter;9587
Real Time Strategy (RTS);9588
Strategy;9588
Indie;9588
Shooter;9590
Arcade;9590
Simulator;9591
Strategy;9591
Indie;9591
Role-playing (RPG);9592
Strategy;9592
Adventure;9592
Indie;9592
Music;9593
Point-and-click;9594
Puzzle;9594
Adventure;9594
Role-playing (RPG);9595
Strategy;9595
Turn-based strategy (TBS);9595
Tactical;9595
Indie;9595
Role-playing (RPG);9596
Adventure;9596
Role-playing (RPG);9597
Adventure;9597
Simulator;9598
Strategy;9598
Tactical;9598
Indie;9598
Role-playing (RPG);9599
Simulator;9599
Adventure;9599
Indie;9599
Role-playing (RPG);9600
Simulator;9600
Sport;9600
Visual Novel;9600
Platform;9601
Puzzle;9601
Fighting;9602
Platform;9602
Sport;9602
Puzzle;9603
Strategy;9603
Indie;9603
Indie;9604
Arcade;9604
Shooter;9605
Indie;9605
Arcade;9605
Puzzle;9606
Simulator;9607
Adventure;9607
Visual Novel;9607
Role-playing (RPG);9608
Simulator;9608
Adventure;9608
Racing;9609
Adventure;9609
Indie;9609
Arcade;9609
Music;9610
Platform;9611
Role-playing (RPG);9611
Adventure;9611
Indie;9611
Platform;9614
Role-playing (RPG);9614
Adventure;9614
Shooter;9616
Strategy;9616
Turn-based strategy (TBS);9616
Role-playing (RPG);9618
Role-playing (RPG);9620
Strategy;9620
Fighting;9621
Fighting;9623
Platform;9623
Hack and slash/Beat 'em up;9623
Adventure;9623
Indie;9623
Role-playing (RPG);9624
Real Time Strategy (RTS);9625
Strategy;9625
Music;9626
Simulator;9627
Strategy;9627
Turn-based strategy (TBS);9627
Indie;9627
Platform;9628
Puzzle;9628
Strategy;9628
Adventure;9628
Indie;9628
Role-playing (RPG);9629
Simulator;9629
Adventure;9629
Shooter;9630
Role-playing (RPG);9630
Role-playing (RPG);9631
Adventure;9631
Role-playing (RPG);9632
Simulator;9632
Strategy;9632
Adventure;9632
Indie;9632
Role-playing (RPG);9633
Adventure;9633
Strategy;9634
Turn-based strategy (TBS);9634
Racing;9635
Indie;9635
Platform;9636
Puzzle;9636
Adventure;9636
Real Time Strategy (RTS);9637
Strategy;9637
Tactical;9637
Indie;9637
Point-and-click;9638
Role-playing (RPG);9638
Adventure;9638
Indie;9638
Role-playing (RPG);9639
Simulator;9639
Strategy;9639
Adventure;9639
Role-playing (RPG);9640
Simulator;9640
Adventure;9640
Sport;9642
Puzzle;9643
Adventure;9643
Indie;9643
Fighting;9646
Adventure;9646
Arcade;9646
Puzzle;9647
Tactical;9647
Indie;9647
Role-playing (RPG);9648
Simulator;9648
Sport;9648
Strategy;9648
Adventure;9648
Puzzle;9649
Simulator;9649
Indie;9649
Sport;9651
Platform;9652
Adventure;9652
Indie;9652
Puzzle;9655
Role-playing (RPG);9655
Simulator;9655
Strategy;9655
Indie;9655
Simulator;9656
Adventure;9656
Role-playing (RPG);9658
Strategy;9658
Indie;9658
Adventure;9659
Shooter;9660
Sport;9660
Strategy;9660
Tactical;9660
Indie;9660
Point-and-click;9661
Adventure;9661
Role-playing (RPG);9662
Fighting;9666
Hack and slash/Beat 'em up;9666
Indie;9666
Racing;9667
Simulator;9667
Indie;9667
Shooter;9668
Adventure;9668
Role-playing (RPG);9669
Role-playing (RPG);9670
Simulator;9670
Strategy;9670
Music;9671
Platform;9671
Adventure;9671
Puzzle;9673
Adventure;9673
Indie;9673
Role-playing (RPG);9675
Adventure;9675
Indie;9675
Music;9676
Platform;9677
Hack and slash/Beat 'em up;9677
Indie;9677
Platform;9678
Puzzle;9678
Adventure;9678
Simulator;9679
Strategy;9679
Indie;9679
Adventure;9680
Arcade;9682
Platform;9683
Real Time Strategy (RTS);9683
Role-playing (RPG);9683
Strategy;9683
Adventure;9683
Indie;9683
Role-playing (RPG);9685
Sport;9685
Shooter;9686
Indie;9686
Role-playing (RPG);9687
Adventure;9687
Adventure;9688
Real Time Strategy (RTS);9689
Role-playing (RPG);9689
Strategy;9689
Real Time Strategy (RTS);9691
Strategy;9691
Role-playing (RPG);9692
Adventure;9692
Role-playing (RPG);9693
Sport;9693
Shooter;9694
Music;9694
Adventure;9694
Visual Novel;9694
Role-playing (RPG);9695
Simulator;9695
Adventure;9695
Puzzle;9696
Indie;9696
Arcade;9696
Strategy;9697
Indie;9697
Adventure;9698
Indie;9698
Puzzle;9699
Indie;9699
Adventure;9700
Visual Novel;9700
Music;9701
Puzzle;9703
Turn-based strategy (TBS);9703
Indie;9703
Shooter;9704
Indie;9704
Puzzle;9705
Role-playing (RPG);9705
Simulator;9705
Strategy;9705
Indie;9705
Shooter;9706
Platform;9706
Adventure;9706
Indie;9706
Arcade;9706
Music;9707
Indie;9707
Shooter;9708
Puzzle;9708
Hack and slash/Beat 'em up;9708
Adventure;9708
Platform;9709
Sport;9709
Adventure;9709
Puzzle;9710
Simulator;9710
Strategy;9710
Strategy;9711
Turn-based strategy (TBS);9711
Quiz/Trivia;9711
Shooter;9712
Point-and-click;9713
Adventure;9713
Hack and slash/Beat 'em up;9714
Adventure;9714
Platform;9715
Adventure;9715
Music;9716
Indie;9716
Arcade;9716
Strategy;9717
Turn-based strategy (TBS);9717
Tactical;9717
Platform;9718
Strategy;9718
Turn-based strategy (TBS);9718
Adventure;9718
Indie;9718
Platform;9719
Adventure;9719
Indie;9719
Role-playing (RPG);9721
Strategy;9721
Turn-based strategy (TBS);9721
Role-playing (RPG);9722
Simulator;9722
Strategy;9722
Adventure;9722
Indie;9722
Visual Novel;9722
Role-playing (RPG);9723
Adventure;9723
Indie;9723
Visual Novel;9723
Role-playing (RPG);9724
Tactical;9724
Indie;9724
Arcade;9724
Fighting;9726
Adventure;9727
Indie;9727
Platform;9728
