game_id;company_id
75449;37
75696;37
75697;37
75962;37
75963;37
75964;37
75965;37
76243;37
76244;37
76253;37
76723;37
77175;37
78161;37
78461;37
78462;37
78463;37
78464;37
78626;37
78633;37
89016;37
90566;37
96248;37
96252;37
96254;37
99534;37
102075;37
105979;37
107292;37
109456;37
110809;37
112425;37
113344;37
116026;37
116027;37
116028;37
116029;37
118273;37
122048;37
113;38
127;38
128;38
361;38
529;38
537;38
562;38
798;38
836;38
837;38
908;38
909;38
910;38
911;38
1121;38
1266;38
1849;38
1853;38
1970;38
2001;38
2437;38
2438;38
2468;38
2705;38
2726;38
3614;38
3775;38
3817;38
4055;38
4191;38
4211;38
4756;38
4854;38
5006;38
5034;38
5151;38
5152;38
5153;38
5606;38
5739;38
5740;38
5831;38
6159;38
6801;38
6830;38
7058;38
7101;38
7102;38
7360;38
7448;38
7469;38
7570;38
7829;38
8216;38
8217;38
8218;38
9562;38
10661;38
11010;38
11162;38
13182;38
14765;38
17783;38
19441;38
20573;38
20864;38
21695;38
22754;38
22815;38
22964;38
22974;38
23225;38
23383;38
24739;38
26282;38
26362;38
26854;38
27827;38
27857;38
28540;38
28552;38
37064;38
41616;38
41617;38
42921;38
42943;38
42955;38
42969;38
43015;38
43559;38
44543;38
44706;38
46531;38
51531;38
53011;38
53012;38
53017;38
53019;38
54033;38
55167;38
64737;38
83886;38
83888;38
83889;38
90082;38
90083;38
95960;38
99781;38
99950;38
103318;38
103379;38
109553;38
113111;38
113195;38
118124;38
19554;39
37078;39
115;41
120176;41
117;44
2207;44
7170;44
1594;45
4126;45
7287;45
18824;45
28530;45
88893;45
16;47
118;47
214;47
1262;47
1593;47
1840;47
2539;47
3144;47
5988;47
10254;47
10304;47
10305;47
10306;47
10307;47
14725;47
15853;47
18398;47
18919;47
22588;47
25532;47
26951;47
28972;47
36611;47
38780;47
50322;47
51794;47
55081;47
74551;47
74743;47
74744;47
75358;47
113114;47
119;48
1918;48
2977;48
7292;48
8736;48
18150;48
19470;48
27887;48
27889;48
28492;48
75426;48
76547;48
112916;48
119130;48
119131;48
1617;50
3786;50
3979;50
6306;50
8076;50
120;51
123;51
130;51
132;51
230;51
239;51
455;51
457;51
1253;51
1279;51
1332;51
3157;51
3182;51
7313;51
8173;51
11593;51
19162;51
21971;51
21973;51
21974;51
21975;51
21976;51
21977;51
25601;51
25683;51
27429;51
38659;51
44544;51
47452;51
52016;51
75379;51
75380;51
76152;51
77210;51
96374;51
105125;51
111650;51
111652;51
111655;51
118848;51
121499;51
10;52
4145;52
5867;52
301;53
712;53
713;53
5961;53
5962;53
5981;53
26679;53
36261;53
74406;53
321;54
2370;54
122;55
124;55
297;55
3770;55
20757;55
22890;55
51529;55
72520;55
72763;55
71;56
72;56
122;56
124;56
231;56
233;56
241;56
247;56
297;56
307;56
338;56
891;56
1372;56
2963;56
2997;56
3267;56
6359;56
6738;56
6744;56
7551;56
7589;56
7598;56
9073;56
9471;56
10395;56
19348;56
21798;56
22890;56
33308;56
50095;56
54572;56
55025;56
93807;56
119416;56
122;57
9948;57
24920;57
121;58
8339;58
18977;58
46745;58
110474;58
125;59
126;59
125;60
2761;60
2769;60
2816;60
3423;60
3884;60
4103;60
4142;60
6014;60
6179;60
6217;60
6420;60
6587;60
6682;60
6715;60
7236;60
7310;60
16752;60
19422;60
20537;60
675;61
843;61
983;61
1376;61
1854;61
1966;61
3669;61
3670;61
4689;61
4936;61
5248;61
6260;61
6265;61
6746;61
7281;61
8233;61
8443;61
8646;61
10226;61
10227;61
10228;61
18875;61
18881;61
18882;61
18883;61
18884;61
18885;61
18995;61
19134;61
19257;61
19263;61
19316;61
20126;61
20356;61
20420;61
20422;61
20584;61
21244;61
21349;61
21648;61
21797;61
21805;61
23295;61
23296;61
23303;61
23304;61
23305;61
23306;61
23310;61
23313;61
23314;61
23409;61
23488;61
28711;61
38939;61
38940;61
38991;61
39004;61
39217;61
55883;61
58266;61
58926;61
61091;61
61094;61
61217;61
63974;61
63975;61
66349;61
67151;61
68526;61
68527;61
68529;61
68530;61
71910;61
75605;61
93920;61
97279;61
104979;61
106820;61
116343;61
116344;61
116345;61
116346;61
116347;61
116348;61
116349;61
116350;61
116351;61
116352;61
116353;61
119112;61
553;62
573;62
1644;62
2656;62
2807;62
2965;62
3670;62
3768;62
3943;62
4151;62
4745;62
4896;62
4965;62
4998;62
5067;62
5181;62
5188;62
5278;62
6376;62
6888;62
7012;62
10661;62
18254;62
18273;62
18865;62
20542;62
21221;62
110433;62
115430;62
116787;62
117322;62
118554;62
141;63
142;63
2651;63
2652;63
2683;63
2684;63
3171;63
3760;63
5840;63
5841;63
7056;63
8498;63
11390;63
27454;63
142;64
568;64
5244;64
7471;64
8087;64
8156;64
143;65
3332;65
3333;65
3668;65
4215;65
4216;65
4964;65
7471;65
613;66
658;66
742;66
760;66
784;66
785;66
1955;66
2232;66
3766;66
4099;66
4736;66
4738;66
6285;66
7809;66
8788;66
9752;66
11266;66
15756;66
15766;66
16583;66
16631;66
25706;66
47277;66
106805;66
144;67
1053;67
2046;67
7230;67
8232;67
16225;67
18907;67
21414;67
21731;67
22879;67
26593;67
27333;67
54057;67
60262;67
74528;67
289;68
299;68
324;68
327;68
988;68
2950;68
3017;68
8220;68
8221;68
9902;68
9951;68
26183;68
43956;68
50321;68
158;69
2841;69
5768;69
45506;69
1032;70
1041;70
1112;70
1113;70
1713;70
3350;70
3406;70
3465;70
3573;70
3683;70
3716;70
3856;70
3894;70
3928;70
3973;70
5281;70
6428;70
6694;70
15837;70
16617;70
16746;70
16748;70
18064;70
18065;70
18066;70
19840;70
20054;70
20385;70
20386;70
20387;70
20984;70
24957;70
25027;70
28126;70
41825;70
41826;70
41829;70
42308;70
68332;70
68333;70
76247;70
82368;70
82369;70
85663;70
90113;70
90687;70
103362;70
103364;70
106287;70
106288;70
109462;70
113436;70
114767;70
115875;70
122244;70
122245;70
152;71
153;71
356;71
569;71
571;71
573;71
745;71
877;71
979;71
2033;71
3111;71
3112;71
3512;71
4575;71
4576;71
4999;71
8419;71
8694;71
8695;71
8696;71
8851;71
20752;71
24920;71
26046;71
152;72
153;72
568;72
1193;72
1197;72
1198;72
1199;72
1569;72
1585;72
1586;72
1590;72
1646;72
2227;72
2629;72
2671;72
2678;72
2698;72
2699;72
2700;72
2760;72
2762;72
2765;72
3063;72
3261;72
3575;72
3668;72
3669;72
3781;72
3883;72
4059;72
4118;72
4225;72
4576;72
4711;72
4964;72
4999;72
5159;72
5178;72
5231;72
5244;72
5887;72
6339;72
6527;72
6605;72
6643;72
7088;72
7089;72
7090;72
7471;72
8494;72
8509;72
23463;72
26196;72
49223;72
75423;72
2767;73
3765;73
3941;73
13138;73
13139;73
13140;73
17573;73
22288;73
75690;73
90106;73
5480;74
6826;74
17481;74
68243;74
156;75
163;75
177;75
880;75
4181;75
4182;75
7362;75
9862;75
159;76
5758;76
71651;76
169;77
170;77
203;77
4667;77
9571;77
83;78
1052;78
3615;78
3616;78
5872;78
9813;78
10237;78
3944;79
4710;79
4864;79
6299;79
6538;79
7914;79
7942;79
7943;79
7947;79
8160;79
8161;79
19967;79
22059;79
25795;79
26689;79
26690;79
3952;80
4714;81
6676;81
2784;82
4003;82
5819;82
14802;82
15127;82
15309;82
17673;82
18402;82
25196;82
80627;82
212;85
1339;85
2175;85
3087;85
3253;85
4851;85
5632;85
5637;85
5638;85
7668;85
8438;85
8682;85
9133;85
14741;85
15572;85
15857;85
15861;85
15862;85
26179;85
116414;85
215;87
657;87
120515;87
219;88
853;88
1003;88
1004;88
3481;88
4892;88
6196;88
9282;88
15840;88
19769;88
913;90
914;90
915;90
2033;90
2629;90
2669;90
2671;90
2672;90
2673;90
2674;90
2675;90
2678;90
2698;90
2699;90
2700;90
3603;90
3939;90
6204;90
6692;90
7219;90
8084;90
15547;90
43395;90
357;92
643;92
666;92
1273;92
4203;92
5812;92
9349;92
9350;92
9352;92
9354;92
9355;92
10759;92
14962;92
14984;92
16011;92
16012;92
359;93
383;93
1226;93
6902;93
7356;93
7359;93
14159;93
24288;93
105;94
240;94
277;94
343;94
348;94
349;94
350;94
351;94
352;94
353;94
354;94
473;94
556;94
841;94
1051;94
1979;94
2112;94
2113;94
3033;94
3036;94
3037;94
3038;94
3039;94
3091;94
3093;94
3094;94
3095;94
3096;94
3813;94
3814;94
5929;94
5997;94
7081;94
18161;94
18320;94
19869;94
20470;94
22962;94
23293;94
26201;94
26401;94
26404;94
26941;94
27654;94
28966;94
51486;94
76190;94
76886;94
82528;94
83728;94
89571;94
94085;94
115838;94
3613;95
8448;95
17172;95
17743;95
17753;95
17765;95
17818;95
17829;95
19429;95
21371;95
39751;95
44839;95
75566;95
109194;95
120518;95
120809;95
362;97
363;97
364;97
367;97
790;97
2611;97
7739;97
7740;97
7741;97
7845;97
7867;97
8139;97
8140;97
8434;97
8435;97
9836;97
13363;97
13364;97
13459;97
51820;97
22830;99
26819;99
44994;99
49954;99
370;100
7288;100
10242;100
10844;100
11106;100
11107;100
11407;100
11408;100
13154;100
13155;100
15037;100
20540;100
8710;101
373;103
7241;103
13457;103
18855;103
20785;103
20786;103
691;104
843;104
1964;104
1966;104
3858;104
3887;104
4162;104
4772;104
4925;104
4926;104
5236;104
5305;104
5326;104
5722;104
6609;104
6758;104
6912;104
7536;104
7919;104
7920;104
12960;104
25530;104
26270;104
36571;104
42917;104
62032;104
82078;104
118900;104
119071;104
364;106
667;106
767;106
922;106
3085;106
3111;106
6323;107
429;108
430;108
536;108
543;108
1833;108
1976;108
3042;108
7096;108
7872;108
7873;108
8034;108
8035;108
14804;108
15445;108
16299;108
19399;108
21762;108
22874;108
24311;108
34951;108
73325;108
76891;108
102584;108
2154;110
4213;110
4214;110
10094;110
15275;110
15718;110
15719;110
16493;110
16664;110
17837;110
103062;110
432;111
436;111
437;111
438;111
439;111
440;111
441;111
442;111
2359;111
4754;111
7197;111
7234;111
8200;111
9898;111
11570;111
12300;111
12982;111
15155;111
15318;111
15459;111
15460;111
15464;111
15552;111
15553;111
15554;111
15555;111
20502;111
22650;111
25660;111
26423;111
27355;111
27356;111
28028;111
32198;111
41606;111
44102;111
46714;111
53815;111
53816;111
53826;111
53832;111
53833;111
80961;111
81190;111
81191;111
81192;111
81202;111
81291;111
81292;111
81293;111
81294;111
81295;111
81349;111
82022;111
82023;111
82024;111
82025;111
82026;111
82027;111
82031;111
82055;111
82069;111
82070;111
82071;111
82083;111
82084;111
82085;111
82086;111
82087;111
82108;111
82109;111
82110;111
82111;111
82374;111
83512;111
83513;111
83514;111
83515;111
83516;111
83517;111
83518;111
110863;111
513;112
968;112
1670;112
1805;112
2060;112
2062;112
2968;112
4551;112
4918;112
5136;112
5200;112
5201;112
5383;112
6002;112
6272;112
6533;112
6534;112
6557;112
6622;112
6805;112
6870;112
6973;112
7354;112
7431;112
7442;112
7454;112
7477;112
7489;112
9626;112
10091;112
10961;112
11754;112
11755;112
11767;112
11768;112
11769;112
11770;112
11771;112
11828;112
12078;112
13546;112
13658;112
14674;112
14675;112
18047;112
18048;112
18967;112
19411;112
25821;112
39351;112
54898;112
55040;112
55111;112
55112;112
57019;112
67201;112
75848;112
81218;112
91795;112
93007;112
96392;112
116796;112
116797;112
118839;112
87;113
89;113
295;113
322;113
340;113
647;113
648;113
652;113
663;113
664;113
676;113
706;113
900;113
2494;113
3374;113
5620;113
5983;113
18165;113
22822;113
642;115
4414;115
4910;115
5866;115
6927;115
8497;115
8514;115
9901;115
9928;115
14547;115
17179;115
24076;115
24413;115
26821;115
26853;115
26948;115
28951;115
75244;115
94848;115
101439;115
110411;115
116667;115
118871;115
288;116
572;116
1881;116
2117;116
6934;116
9774;116
9775;116
19547;116
11;117
255;117
5631;117
47308;118
53178;118
53179;118
53180;118
53181;118
53182;118
115112;118
108759;119
296;122
306;122
471;122
1268;122
3812;122
7291;122
336;125
15;126
56;126
59;126
472;126
894;126
2992;126
6068;126
6069;126
7959;126
9630;126
10299;126
10300;126
10301;126
10302;126
10303;126
11119;126
18031;126
19457;126
19534;126
21892;126
24775;126
27844;126
27845;126
27922;126
37034;126
37088;126
47445;126
53731;126
103020;126
103302;126
103303;126
113954;126
113955;126
113956;126
66830;127
644;128
711;128
3358;128
3360;128
11733;128
16968;128
24094;128
71093;128
1135;129
1136;129
1137;129
1138;129
1141;129
1145;129
1147;129
1450;129
1452;129
1453;129
1454;129
1456;129
1485;129
1486;129
1685;129
2285;129
2484;129
2748;129
2941;129
3369;129
3500;129
3507;129
3517;129
3525;129
3526;129
3527;129
3528;129
3529;129
3546;129
3562;129
3581;129
3677;129
3678;129
3679;129
3680;129
3681;129
3847;129
3880;129
3881;129
3882;129
3904;129
3905;129
3906;129
3908;129
3909;129
3922;129
3970;129
4022;129
4082;129
4196;129
4197;129
4569;129
4582;129
4627;129
4630;129
4647;129
4651;129
4652;129
5009;129
5010;129
5561;129
5600;129
5799;129
5800;129
5801;129
5802;129
5825;129
6052;129
6329;129
6398;129
6483;129
6494;129
6545;129
6588;129
6589;129
6590;129
6591;129
6697;129
6698;129
6699;129
6757;129
6779;129
6780;129
6850;129
6953;129
6954;129
6955;129
6957;129
7167;129
8013;129
8566;129
11185;129
11641;129
12075;129
15487;129
16476;129
18192;129
19747;129
21888;129
22388;129
22390;129
22513;129
22703;129
23467;129
24102;129
25968;129
26760;129
26893;129
27093;129
28392;129
28501;129
28862;129
36791;129
41041;129
45047;129
45458;129
49379;129
50002;129
50833;129
50834;129
51279;129
55041;129
56977;129
56978;129
56980;129
57150;129
59346;129
68284;129
69187;129
74409;129
78163;129
78165;129
78166;129
78167;129
79704;129
96485;129
99813;129
103368;129
109606;129
112573;129
119385;129
2355;131
8372;131
9637;131
14537;131
14538;131
14539;131
14540;131
15293;131
16713;131
121754;131
4744;132
5197;132
5277;132
5779;132
337;133
7314;133
15621;133
24603;133
300;134
303;134
8224;134
27612;135
34;136
211;136
4709;136
4820;136
5161;136
44524;136
3667;137
3675;137
6025;137
22824;137
107188;137
344;138
6829;139
10127;139
12405;139
20608;139
321;140
650;140
670;140
707;140
759;140
833;140
959;140
1309;140
1310;140
1311;140
1313;140
1314;140
1316;140
1632;140
2259;140
2260;140
3154;140
3155;140
3156;140
9228;140
18165;140
21205;140
18617;141
19148;141
94640;141
245;142
13139;143
13140;143
242;144
305;144
320;144
596;144
4840;144
7605;144
9283;144
9359;144
9360;144
9361;144
9362;144
13213;144
13214;144
13215;144
14824;144
78049;144
101440;144
3712;145
27251;145
6542;146
11402;146
11403;146
11404;146
11405;146
14793;146
14794;146
14858;146
14972;146
15611;146
15614;146
15785;146
16152;146
16153;146
16154;146
16155;146
16343;146
16497;146
17039;146
17040;146
17041;146
17116;146
17118;146
17119;146
17120;146
17204;146
17343;146
17345;146
17394;146
17395;146
17627;146
17628;146
17629;146
17630;146
17715;146
17748;146
17749;146
17782;146
17812;146
17813;146
17825;146
17979;146
19351;146
23691;146
71625;146
3648;147
297;148
490;148
498;148
617;148
618;148
619;148
1011;148
1021;148
1631;148
2549;148
4730;148
6032;148
6738;148
7687;148
8773;148
13913;148
13914;148
13915;148
13916;148
13919;148
13920;148
13921;148
13922;148
13923;148
13924;148
13925;148
13926;148
13927;148
13928;148
14548;148
19164;148
21758;148
23596;148
47480;148
50095;148
75690;148
116683;148
117903;148
118042;148
118049;148
118179;148
118182;148
118183;148
118184;148
118185;148
118186;148
118187;148
118993;148
297;149
1045;149
8290;149
8420;149
9351;149
14788;149
18491;149
93839;149
307;150
1372;150
2950;150
8190;150
10184;150
21819;150
68;151
27;152
254;152
634;152
685;152
727;152
728;152
8787;152
9322;152
9711;152
14463;152
19528;152
19529;152
115032;152
335;153
353;154
110700;154
112120;154
350;155
354;155
23545;155
754;157
755;157
756;157
2043;157
8387;157
9855;157
9857;157
9858;157
9859;157
10196;157
13162;157
16121;157
16274;157
17844;157
17845;157
471;158
1268;158
480;159
481;159
482;159
483;159
936;159
1128;159
1133;159
1134;159
1447;159
1449;159
1455;159
1457;159
4642;159
4643;159
4644;159
4645;159
4646;159
4648;159
4649;159
4650;159
6042;159
6412;159
6658;159
6659;159
10901;159
18681;159
27041;159
28403;159
36746;159
37305;159
485;160
1508;160
4710;160
4877;160
4896;160
5333;160
10354;160
1148;161
1695;161
2747;161
9862;161
18548;161
22753;161
28862;161
75699;161
105056;161
119422;161
487;162
47;163
48;163
484;163
486;163
3290;163
3595;163
4193;163
8223;163
10782;163
14902;163
14903;163
26523;163
27103;163
78149;163
80638;163
95777;163
104980;163
110325;163
110327;163
111629;163
500;164
501;164
5503;164
6223;164
18442;164
19563;164
27862;164
41640;164
43019;164
112659;164
843;165
494;167
547;167
828;167
1319;167
14805;167
20755;167
26167;167
102058;167
272;168
492;168
494;168
547;168
548;168
926;168
927;168
928;168
1319;168
1905;168
6220;168
6221;168
10029;168
11328;168
14410;168
15263;168
24723;168
26451;168
27431;168
27811;168
46624;168
93554;168
110839;168
491;169
1149;169
1182;169
6303;169
6939;169
9715;169
10075;169
10076;169
19011;169
20289;169
21713;169
21877;169
37140;169
57001;169
109257;169
379;170
380;170
381;170
382;170
479;170
491;170
1985;170
5328;170
7367;170
9886;170
9887;170
11654;170
12212;170
19564;170
20196;170
20741;170
21073;170
21617;170
41040;170
41041;170
34;173
820;173
3112;173
34;174
6011;174
290;175
298;175
2594;175
2595;175
3211;175
6330;175
6994;175
8395;175
8926;175
9180;175
9691;175
10375;175
10593;175
11271;175
24226;175
27828;175
28574;175
51799;175
117300;175
9788;176
89;178
2210;178
4112;178
8007;178
10667;178
90628;179
116236;179
26;180
79804;180
334;181
5287;181
11581;181
20773;181
23769;181
70116;181
12;182
3992;182
9006;182
280;184
286;184
333;184
355;184
509;184
3471;184
6578;184
6968;184
7351;184
8191;184
8852;184
10192;184
10751;184
15759;184
19530;184
37031;184
101211;184
103298;184
281;187
672;187
10192;187
17747;187
23596;187
8496;188
9980;188
2816;189
3848;189
3900;189
8003;189
8009;189
3580;191
103371;191
110337;191
243;193
5304;193
9130;193
243;194
5791;194
9230;194
19426;195
257;196
466;196
578;196
654;196
749;196
750;196
1369;196
1370;196
1371;196
7126;196
8444;196
8445;196
14551;196
18980;196
28981;196
34620;196
2782;197
4685;197
5187;197
6565;197
6622;197
7091;197
7994;197
8092;197
27459;197
27460;197
27602;197
8311;198
8312;198
32614;198
51386;198
3521;200
781;201
2161;201
3138;201
7742;201
10172;201
19183;201
271;202
3179;202
24119;202
62327;202
39;203
107;203
108;203
271;203
294;203
3179;203
8459;203
22167;203
24119;203
50073;203
6541;205
273;206
589;206
764;206
9895;206
11097;206
274;207
285;207
840;207
6046;207
119356;207
209;208
235;208
254;208
2728;208
2755;208
2852;208
2955;208
6227;208
8730;208
9119;208
15442;208
16988;208
18538;208
18829;208
21486;208
22251;208
22288;208
22514;208
54996;208
76963;208
77218;208
85038;208
85221;208
100303;208
100304;208
117487;208
117717;208
79;209
4900;209
7005;209
262;210
264;210
266;210
7922;210
496;211
4715;211
4716;211
7073;211
252;212
256;212
258;212
259;212
261;212
263;212
265;212
267;212
2532;212
8505;212
9003;212
18495;212
18496;212
18499;212
26814;212
49946;212
69525;212
70493;212
72468;212
122230;212
122233;212
2225;213
3605;213
4190;213
4402;213
5903;213
6225;213
7042;213
7973;213
9281;213
27613;213
45944;213
72073;213
256;214
259;214
27660;215
93250;215
268;216
269;216
41038;216
106291;216
119174;216
263;217
281;221
502;221
680;221
1902;221
2003;221
2987;221
28990;221
28991;221
103291;221
5;222
6;222
73;222
74;222
75;222
1887;222
5867;222
7899;222
7900;222
3224;223
4059;223
4070;223
4148;223
4928;223
10615;223
342;224
490;224
2947;224
8505;224
10680;224
103174;224
115873;224
333;225
342;225
8338;225
342;226
19758;227
5461;229
19938;229
828;230
67860;230
8125;231
490;232
13920;232
13922;232
24948;232
25028;232
25032;232
490;233
1255;233
4706;233
18219;233
26227;233
110428;233
110706;233
2167;234
2169;234
2209;234
2221;234
4460;234
11094;234
11095;234
15847;234
17405;234
25056;234
26826;234
50398;234
57581;234
62150;234
69629;234
71101;234
71368;234
84287;234
94692;234
98921;234
102076;234
109262;234
304;235
4165;236
71368;236
3685;238
276;239
329;239
888;239
7201;239
9269;239
9271;239
9275;239
9276;239
9279;239
38240;239
302;240
678;240
20531;240
282;241
4697;241
4698;241
22772;241
23444;241
45106;241
282;242
69729;242
145;243
282;243
576;243
686;243
1265;243
1829;243
4205;243
4208;243
6188;243
7476;243
9595;243
18317;243
18318;243
20279;243
20490;243
20533;243
20631;243
21510;243
21739;243
23742;243
23830;243
24093;243
24240;243
24247;243
24254;243
61169;243
61170;243
63069;243
64625;243
65851;243
66459;243
66464;243
67713;243
69284;243
70262;243
72544;243
72904;243
72906;243
72908;243
74025;243
78366;243
79300;243
79688;243
111024;243
111025;243
17;246
19425;247
1236;248
1237;248
1238;248
1247;248
1351;248
2559;248
2569;248
2573;248
4659;248
4660;248
4834;248
5024;248
5047;248
5048;248
5264;248
5275;248
5276;248
5323;248
5478;248
5494;248
6458;248
6460;248
6462;248
6861;248
7013;248
7014;248
7015;248
7191;248
7376;248
7441;248
7464;248
7465;248
7660;248
9621;248
11743;248
14704;248
18138;248
18376;248
25074;248
25172;248
26906;248
36794;248
41058;248
42710;248
44154;248
47292;248
48711;248
49117;248
51463;248
51464;248
51686;248
51687;248
51689;248
52002;248
52003;248
52004;248
54539;248
54778;248
54783;248
56144;248
68441;248
72764;248
74300;248
75731;248
75732;248
75966;248
76242;248
76260;248
76736;248
85664;248
86532;248
90008;248
90009;248
90010;248
95014;248
96136;248
97043;248
102088;248
105417;248
107319;248
109261;248
109263;248
109264;248
109283;248
109474;248
112300;248
112429;248
112431;248
112658;248
118316;248
119270;248
120305;248
121757;248
10117;249
11180;249
14952;249
393;250
399;250
406;250
413;250
417;250
418;250
420;250
423;250
427;250
428;250
1360;250
1498;250
