game_id;company_id
55190;634
120268;4780
10032;14035
113114;14035
115653;1074
119156;1074
106992;4096
36198;4133
102584;13327
38967;9005
44242;9005
111130;14078
55029;17966
114455;8028
114286;1
114287;1
103303;16565
105049;917
106987;917
19561;10100
103303;126
55984;5283
19164;8
55199;2344
78511;1010
96217;157
26845;70
103301;28
54842;10075
