game_id;company_id
11;1
22;1
35;1
36;1
37;1
38;1
51;1
73;1
74;1
75;1
76;1
78;1
87;1
89;1
90;1
91;1
92;1
93;1
94;1
95;1
96;1
97;1
98;1
99;1
100;1
101;1
102;1
103;1
104;1
105;1
114;1
125;1
130;1
142;1
148;1
212;1
213;1
215;1
223;1
224;1
237;1
240;1
245;1
260;1
277;1
283;1
295;1
296;1
300;1
308;1
321;1
325;1
326;1
330;1
335;1
336;1
337;1
340;1
341;1
343;1
348;1
349;1
350;1
351;1
352;1
353;1
354;1
355;1
390;1
436;1
471;1
473;1
494;1
503;1
526;1
556;1
575;1
585;1
586;1
592;1
620;1
636;1
649;1
656;1
660;1
670;1
687;1
692;1
697;1
698;1
699;1
700;1
701;1
702;1
703;1
705;1
706;1
707;1
710;1
715;1
719;1
720;1
721;1
773;1
780;1
796;1
807;1
809;1
810;1
811;1
833;1
863;1
864;1
867;1
869;1
886;1
887;1
891;1
903;1
904;1
906;1
925;1
928;1
934;1
935;1
950;1
959;1
985;1
996;1
997;1
1001;1
1002;1
1006;1
1014;1
1040;1
1051;1
1059;1
1064;1
1216;1
1268;1
1274;1
1275;1
1277;1
1306;1
1307;1
1308;1
1309;1
1310;1
1311;1
1312;1
1313;1
1314;1
1315;1
1316;1
1317;1
1322;1
1323;1
1491;1
1493;1
1494;1
1495;1
1496;1
1497;1
1624;1
1631;1
1632;1
1641;1
1642;1
1643;1
1644;1
1645;1
1828;1
1832;1
1876;1
1887;1
1921;1
1958;1
1979;1
2074;1
2112;1
2113;1
2115;1
2144;1
2153;1
2158;1
2213;1
2249;1
2250;1
2259;1
2260;1
2399;1
2482;1
2585;1
2586;1
2587;1
2588;1
2626;1
2656;1
2665;1
2666;1
2684;1
2685;1
2689;1
2715;1
2721;1
2841;1
2842;1
2843;1
2920;1
2946;1
2965;1
2973;1
3011;1
3063;1
3126;1
3136;1
3145;1
3146;1
3154;1
3155;1
3171;1
3193;1
3212;1
3371;1
3374;1
3431;1
3553;1
3610;1
3632;1
3633;1
3648;1
3693;1
3752;1
3811;1
3851;1
3852;1
3875;1
3886;1
3901;1
3919;1
3942;1
3943;1
3979;1
3992;1
4028;1
4032;1
4033;1
4041;1
4042;1
4160;1
4174;1
4175;1
4176;1
4177;1
4178;1
4182;1
4258;1
4330;1
4345;1
4415;1
4458;1
4492;1
4509;1
4725;1
4726;1
4778;1
4825;1
4877;1
4904;1
4905;1
4906;1
4975;1
5035;1
5036;1
5037;1
5038;1
5076;1
5114;1
5155;1
5156;1
5157;1
5161;1
5191;1
5220;1
5330;1
5363;1
5525;1
5575;1
5620;1
5749;1
5756;1
5761;1
5867;1
5904;1
5950;1
5971;1
5983;1
6182;1
6203;1
6224;1
6225;1
6268;1
6322;1
6454;1
6500;1
6631;1
6636;1
6691;1
6958;1
6964;1
7056;1
7081;1
7083;1
7093;1
7107;1
7115;1
7349;1
7433;1
7518;1
7549;1
7617;1
7703;1
7840;1
8075;1
8100;1
8264;1
8265;1
8266;1
8278;1
8515;1
8536;1
8744;1
8793;1
8811;1
8813;1
8824;1
8898;1
9057;1
9197;1
9409;1
9565;1
9623;1
9646;1
10092;1
10149;1
10560;1
10561;1
10563;1
10632;1
10740;1
10916;1
10917;1
10965;1
11148;1
11170;1
11235;1
11336;1
11556;1
11639;1
11734;1
12327;1
12484;1
12770;1
12970;1
13151;1
13152;1
14455;1
14591;1
14803;1
16742;1
17276;1
17447;1
18320;1
18487;1
18638;1
18705;1
19074;1
19241;1
19418;1
19422;1
19525;1
19536;1
19577;1
19760;1
19918;1
20160;1
20220;1
20450;1
20669;1
20679;1
20680;1
20681;1
20682;1
20684;1
20686;1
20687;1
21205;1
21214;1
21464;1
21472;1
21527;1
21535;1
21574;1
21697;1
21699;1
22059;1
22179;1
22258;1
22342;1
22458;1
22509;1
22822;1
23091;1
23253;1
23369;1
23545;1
23916;1
24701;1
25230;1
25911;1
26013;1
26298;1
26401;1
27075;1
28558;1
28722;1
28955;1
36662;1
36897;1
36950;1
43280;1
45115;1
45116;1
45180;1
45229;1
45582;1
46796;1
47882;1
47908;1
47922;1
48019;1
48020;1
49300;1
51486;1
51953;1
58310;1
66533;1
66577;1
66604;1
66668;1
66694;1
66911;1
66966;1
67107;1
67148;1
67150;1
67286;1
67631;1
67745;1
68084;1
71443;1
72073;1
74104;1
74701;1
75297;1
75301;1
77348;1
78044;1
78100;1
78153;1
78288;1
78885;1
79866;1
80181;1
81484;1
83728;1
84701;1
84774;1
85129;1
85152;1
85363;1
85510;1
85544;1
86387;1
89571;1
93517;1
94676;1
102056;1
103274;1
103276;1
111552;1
113893;1
114286;1
114287;1
114795;1
117276;1
117405;1
119161;1
121504;1
121618;1
122205;1
122206;1
122573;1
122592;1
70;3
3352;3
1;4
2;4
3;4
41;4
42;4
243;4
